name,brand,generation,tdp,cables,vram,pcie,year
FireGL V7700,0,TeraScale,,1x 6-pin,0.5,PCIe 2.0 x16,2007
FireGL V8600,0,TeraScale,159.0,1x 6-pin + 1x 8-pin,1.0,PCIe 1.0 x16,2007
FireGL V8650,0,TeraScale,,1x 6-pin + 1x 8-pin,2.0,PCIe 1.0 x16,2007
FireMV 2250,0,Ultra-Threaded SE,32.0,,0.25,PCIe 1.0 x16,2007
FireMV 2250 PCIe x1,0,Ultra-Threaded SE,32.0,,0.25,PCIe 1.0 x1,2007
Mobility FireGL V5250,0,Ultra-Threaded SE,,,0.25,PCIe 1.0 x16,2007
Mobility FireGL V5600,0,TeraScale,,,0.25,PCIe 2.0 x16,2007
Mobility Radeon HD 2300,0,Ultra-Threaded SE,,,0.128,PCIe 1.0 x16,2007
Mobility Radeon HD 2400,0,TeraScale,,,0.25,PCIe 1.0 x16,2007
Mobility Radeon HD 2400 XT,0,TeraScale,,,0.25,PCIe 1.0 x16,2007
Mobility Radeon HD 2400 XT Mac Edition,0,TeraScale,,,0.128,PCIe 1.0 x16,2007
Mobility Radeon HD 2600,0,TeraScale,,,0.25,MXM-II,2007
Mobility Radeon HD 2600 XT,0,TeraScale,,,0.25,MXM-II,2007
Mobility Radeon HD 2600 XT Mac Edition,0,TeraScale,,,0.25,MXM-II,2007
Mobility Radeon HD 2700,0,TeraScale,35.0,,0.25,MXM-II,2007
Mobility Radeon X1600 Mac Edition,0,Ultra-Threaded SE,,,0.128,PCIe 1.0 x16,2007
Mobility Radeon X1900,0,Ultra-Threaded SE,,,0.25,MXM-III,2007
Mobility Radeon X2300,0,Ultra-Threaded SE,,,0.064,PCIe 1.0 x16,2007
Mobility Radeon X2300 HD,0,Ultra-Threaded SE,,,0.25,PCIe 1.0 x16,2007
Mobility Radeon X2500,0,Ultra-Threaded SE,,,0.25,PCIe 1.0 x16,2007
Radeon E2400,0,TeraScale,25.0,,0.128,MXM-II,2007
Radeon HD 2350 PRO,0,TeraScale,20.0,,0.25,PCIe 1.0 x16,2007
Radeon HD 2400 PRO,0,TeraScale,20.0,,0.25,PCIe 1.0 x16,2007
Radeon HD 2400 PRO AGP,0,TeraScale,20.0,,0.25,AGP 8x,2007
Radeon HD 2400 PRO PCI,0,TeraScale,20.0,,0.5,PCI,2007
Radeon HD 2400 XT,0,TeraScale,25.0,,0.25,PCIe 1.0 x16,2007
Radeon HD 2600 PRO,0,TeraScale,35.0,,0.25,PCIe 1.0 x16,2007
Radeon HD 2600 PRO AGP,0,TeraScale,35.0,,0.5,AGP 8x,2007
Radeon HD 2600 XT,0,TeraScale,50.0,,0.25,PCIe 1.0 x16,2007
Radeon HD 2600 XT AGP,0,TeraScale,45.0,1x 6-pin,0.25,AGP 8x,2007
Radeon HD 2600 XT X2,0,TeraScale,,1x 6-pin,0.5,PCIe 1.0 x16,2007
Radeon HD 2900 GT,0,TeraScale,150.0,1x 8-pin,0.25,PCIe 1.0 x16,2007
Radeon HD 2900 PRO,0,TeraScale,200.0,1x 8-pin,0.5,PCIe 1.0 x16,2007
Radeon HD 2900 XT,0,TeraScale,215.0,1x 6-pin + 1x 8-pin,0.5,PCIe 1.0 x16,2007
Radeon HD 3450,0,TeraScale,25.0,,0.25,PCIe 2.0 x16,2007
Radeon HD 3450 X2,0,TeraScale,50.0,,0.5,PCIe 2.0 x16,2007
Radeon HD 3850,0,TeraScale,75.0,1x 6-pin,0.5,PCIe 2.0 x16,2007
Radeon HD 3870,0,TeraScale,106.0,1x 6-pin,0.5,PCIe 2.0 x16,2007
Radeon X1550,0,Ultra-Threaded SE,27.0,,0.25,PCIe 1.0 x16,2007
Radeon X1550 AGP,0,Ultra-Threaded SE,27.0,,0.25,AGP 8x,2007
Radeon X1550 PCI,0,Ultra-Threaded SE,27.0,,0.25,PCI,2007
Radeon X1600,0,Ultra-Threaded SE,27.0,,0.5,PCIe 1.0 x16,2007
Radeon X1600 PRO AGP,0,Ultra-Threaded SE,41.0,Floppy,0.25,AGP 8x,2007
Radeon X1600 SE,0,Ultra-Threaded SE,27.0,,0.25,PCIe 1.0 x16,2007
Radeon X1650,0,Ultra-Threaded SE,,,0.25,PCIe 1.0 x16,2007
Radeon X1650 AGP,0,Ultra-Threaded SE,,,0.25,AGP 8x,2007
Radeon X1650 GT,0,Ultra-Threaded SE,,,0.128,PCIe 1.0 x16,2007
Radeon X1650 GTO,0,Ultra-Threaded SE,,,0.25,PCIe 1.0 x16,2007
Radeon X1650 SE,0,Ultra-Threaded SE,27.0,,0.5,PCIe 1.0 x16,2007
Radeon X1700 FSC,0,Ultra-Threaded SE,44.0,,0.25,PCIe 1.0 x16,2007
Radeon X1700 SE,0,Ultra-Threaded SE,50.0,,0.5,PCIe 1.0 x16,2007
Radeon X1950 GT,0,Ultra-Threaded SE,57.0,1x 6-pin,0.25,PCIe 1.0 x16,2007
Radeon X1950 GT AGP,0,Ultra-Threaded SE,57.0,2x Molex,0.25,AGP 8x,2007
Radeon X1950 PRO DUAL,0,Ultra-Threaded SE,130.0,2x 6-pin,0.5,PCIe 1.0 x16,2007
Radeon X1950 XTX Uber Edition,0,Ultra-Threaded SE,125.0,1x 6-pin,0.5,PCIe 1.0 x16,2007
Radeon X550 XT,0,R400,,,0.128,PCIe 1.0 x16,2007
Radeon X550 XTX,0,R400,,,0.128,PCIe 1.0 x16,2007
Radeon Xpress 1100 IGP,0,R300,,,,PCIe 1.0 x16,2007
Radeon Xpress 1150 IGP,0,R300,,,,PCIe 1.0 x16,2007
Radeon Xpress 1200 IGP,0,R400,,,,PCIe 1.0 x16,2007
Radeon Xpress 1200 Mobile IGP,0,R400,,,,PCIe 1.0 x16,2007
Radeon Xpress 1250 IGP,0,R400,,,,PCIe 1.0 x16,2007
Radeon Xpress 1250 Mobile IGP,0,R400,,,,PCIe 1.0 x16,2007
Radeon Xpress 1270 Mobile IGP,0,R400,,,,PCIe 1.0 x16,2007
Xbox 360 GPU 80nm,0,TeraScale,175.0,,0.5,,2007
Playstation 2 GPU 65nm,7,Console GPU(Sony),45.0,,0.004,,2007
Playstation Portable GPU 65nm,7,Console GPU(Sony),4.0,,0.002,,2007
GeForce 6200 PCI,4,Curie,,,0.25,PCI,2008
GeForce 6200 X2 PCI,4,Curie,,1x 6-pin,0.25,PCI,2008
GeForce 7050 + nForce 610i,4,Curie,,,,PCI,2008
GeForce 8100 + nForce 720a,4,Tesla,40.0,,,PCI,2008
GeForce 8200,4,Tesla,40.0,,,PCI,2008
GeForce 8200M G mGPU AMD,4,Tesla,12.0,,,PCIe 2.0 x16,2008
GeForce 8200M G mGPU Intel,4,Tesla,12.0,,,PCIe 2.0 x16,2008
GeForce 8300,4,Tesla,40.0,,,PCI,2008
GeForce 8400 SE,4,Tesla,50.0,,0.128,PCIe 1.0 x16,2008
GeForce 8800 GS,4,Tesla,105.0,1x 6-pin,0.384,PCIe 2.0 x16,2008
GeForce 8800 GS Mac Edition,4,Tesla,105.0,,0.5,MXM-HE,2008
GeForce 8800 GT Mac Edition,4,Tesla,125.0,1x 6-pin,0.5,PCIe 2.0 x16,2008
GeForce 9100,4,Tesla,40.0,,,PCI,2008
GeForce 9100M G mGPU AMD,4,Tesla,12.0,,,PCIe 2.0 x16,2008
GeForce 9100M G mGPU Intel,4,Tesla,12.0,,,PCIe 2.0 x16,2008
GeForce 9200,4,Tesla,40.0,,,PCI,2008
GeForce 9200M,4,Tesla,12.0,,,PCIe 2.0 x16,2008
GeForce 9200M GS,4,Tesla,13.0,,0.25,PCIe 2.0 x16,2008
GeForce 9200M GS GDDR3,4,Tesla,13.0,,0.25,PCIe 2.0 x16,2008
GeForce 9300 + nForce 730i,4,Tesla,40.0,,,PCI,2008
GeForce 9300 GE,4,Tesla,,,0.25,PCIe 2.0 x16,2008
GeForce 9300 GS,4,Tesla,,,0.5,PCIe 2.0 x16,2008
GeForce 9300 SE,4,Tesla,,,0.25,PCIe 2.0 x16,2008
GeForce 9300M G,4,Tesla,13.0,,0.25,PCIe 2.0 x16,2008
GeForce 9300M GS,4,Tesla,13.0,,0.25,MXM-I,2008
GeForce 9300M GS GDDR3,4,Tesla,13.0,,0.25,MXM-I,2008
GeForce 9400,4,Tesla,40.0,,,PCI,2008
GeForce 9400 GT,4,Tesla,50.0,,0.5,PCIe 2.0 x16,2008
GeForce 9400 GT PCI,4,Tesla,50.0,,0.25,PCI,2008
GeForce 9400 GT Rev. 2,4,Tesla,50.0,,0.5,PCIe 2.0 x16,2008
GeForce 9400M,4,Tesla,12.0,,,PCIe 2.0 x16,2008
GeForce 9400M G,4,Tesla,12.0,,,PCIe 2.0 x16,2008
GeForce 9500 GS,4,Tesla,40.0,,0.5,PCIe 2.0 x16,2008
GeForce 9500 GS Rev. 2,4,Tesla,40.0,,0.5,PCIe 2.0 x16,2008
GeForce 9500 GT,4,Tesla,50.0,,0.5,PCIe 2.0 x16,2008
GeForce 9500 GT Rev. 2,4,Tesla,50.0,,0.5,PCIe 2.0 x16,2008
GeForce 9500 GT Rev. 3,4,Tesla,50.0,,0.5,PCIe 2.0 x16,2008
GeForce 9500M G,4,Tesla,20.0,,0.5,PCIe 2.0 x16,2008
GeForce 9500M GS,4,Tesla,20.0,,0.5,PCIe 1.0 x16,2008
GeForce 9600 GS OEM,4,Tesla,,1x 6-pin,0.75,PCIe 2.0 x16,2008
GeForce 9600 GSO,4,Tesla,84.0,1x 6-pin,0.384,PCIe 2.0 x16,2008
GeForce 9600 GSO 512,4,Tesla,90.0,1x 6-pin,0.5,PCIe 2.0 x16,2008
GeForce 9600 GT,4,Tesla,95.0,1x 6-pin,0.5,PCIe 2.0 x16,2008
GeForce 9600 GT Green Edition,4,Tesla,95.0,1x 6-pin,0.5,PCIe 2.0 x16,2008
GeForce 9600 GT Mac Edition,4,Tesla,95.0,1x 6-pin,1.0,PCIe 2.0 x16,2008
GeForce 9600 GT Rev. 2,4,Tesla,95.0,1x 6-pin,0.5,PCIe 2.0 x16,2008
GeForce 9600M GS,4,Tesla,20.0,,1.0,MXM-II,2008
GeForce 9600M GT,4,Tesla,23.0,,0.5,MXM-II,2008
GeForce 9600M GT Mac Edition,4,Tesla,23.0,,0.5,MXM-II,2008
GeForce 9650M GS,4,Tesla,29.0,,0.5,PCIe 2.0 x16,2008
GeForce 9650M GT,4,Tesla,23.0,,1.0,MXM-II,2008
GeForce 9700M GT,4,Tesla,45.0,,0.5,MXM-II,2008
GeForce 9700M GTS,4,Tesla,60.0,,0.5,PCIe 2.0 x16,2008
GeForce 9800 GT,4,Tesla,125.0,1x 6-pin,0.5,PCIe 2.0 x16,2008
GeForce 9800 GT Rebrand,4,Tesla,125.0,1x 6-pin,0.5,PCIe 2.0 x16,2008
GeForce 9800 GTX+,4,Tesla,141.0,2x 6-pin,0.5,PCIe 2.0 x16,2009
GeForce 9800 GX2,4,Tesla,197.0,1x 6-pin + 1x 8-pin,0.5,PCIe 2.0 x16,2008
GeForce 9800M GS,4,Tesla,60.0,,0.5,PCIe 2.0 x16,2008
GeForce 9800M GT,4,Tesla,65.0,,0.5,PCIe 2.0 x16,2008
GeForce 9800M GTS,4,Tesla,75.0,,1.0,PCIe 2.0 x16,2008
GeForce 9800M GTX,4,Tesla,75.0,,1.0,PCIe 2.0 x16,2008
GeForce 9800S,4,Tesla,75.0,,0.5,PCIe 2.0 x16,2008
GeForce GT 120M Mac Edition,4,Tesla,14.0,,0.25,PCIe 2.0 x16,2008
GeForce GT 130 Mac Edition,4,Tesla,75.0,1x 6-pin,0.5,PCIe 2.0 x16,2008
GeForce GTX 260,4,Tesla 2.0,182.0,2x 6-pin,0.896,PCIe 2.0 x16,2008
GeForce GTX 260 Core 216,4,Tesla 2.0,182.0,2x 6-pin,0.896,PCIe 2.0 x16,2008
GeForce GTX 260 Core 216 Rev. 2,4,Tesla 2.0,171.0,2x 6-pin,0.896,PCIe 2.0 x16,2008
GeForce GTX 260 Rev. 2,4,Tesla 2.0,182.0,2x 6-pin,0.896,PCIe 2.0 x16,2008
GeForce GTX 280,4,Tesla 2.0,236.0,1x 6-pin + 1x 8-pin,1.0,PCIe 2.0 x16,2008
GeForce GTX 285,4,Tesla 2.0,204.0,2x 6-pin,1.0,PCIe 2.0 x16,2008
ION,4,Tesla,20.0,,,PCI,2008
ION 2,4,Tesla 2.0,20.0,,,PCIe 2.0 x16,2008
ION HX,4,Tesla,20.0,,,PCI,2008
ION LE,4,Tesla,20.0,,,PCI,2008
Playstation 3 GPU 65nm,4,Curie,58.0,,0.25,,2008
Quadro CX,4,Tesla 2.0,150.0,1x 6-pin,1.5,PCIe 2.0 x16,2008
Quadro FX 1700 Mac Edition,4,Tesla,42.0,,0.5,PCIe 1.0 x16,2008
Quadro FX 1700M,4,Tesla,50.0,,0.5,MXM-II,2008
Quadro FX 2700M,4,Tesla,65.0,,0.5,MXM-HE,2008
Quadro FX 3600M,4,Tesla,70.0,,0.5,MXM-HE,2008
Quadro FX 370 LP,4,Tesla,25.0,,0.25,PCIe 1.0 x16,2008
Quadro FX 3700,4,Tesla,78.0,1x 6-pin,0.5,PCIe 2.0 x16,2008
Quadro FX 3700M,4,Tesla,75.0,,1.0,MXM-HE,2008
Quadro FX 370M,4,Tesla,20.0,,0.25,MXM-II,2008
Quadro FX 3800M,4,Tesla,100.0,,1.0,MXM-B (3.0),2008
Quadro FX 470 mGPU,4,Tesla,38.0,,,PCI,2008
Quadro FX 4700 X2,4,Tesla,226.0,1x 6-pin + 1x 8-pin,1.0,PCIe 2.0 x16,2008
Quadro FX 4800,4,Tesla 2.0,150.0,1x 6-pin,1.5,PCIe 2.0 x16,2008
FireStream 9250,0,TeraScale,150.0,1x 6-pin,1.0,PCIe 2.0 x16,2008
FireStream 9270,0,TeraScale,160.0,2x 6-pin,2.0,PCIe 2.0 x16,2008
GMA 3600,2,PowerVR SGX545,13.0,,,PCI,2008
GMA 3650,2,PowerVR SGX545,13.0,,,PCI,2008
GMA 500,2,PowerVR SGX535,,,,PCIe 1.0 x16,2008
GMA X4500,2,Generation 5.0,13.0,,,FSB,2008
GMA X4500M,2,Generation 5.0,13.0,,,FSB,2008
GMA X4500MHD,2,Generation 5.0,13.0,,,FSB,2008
GMA X4700MHD,2,Generation 5.0,13.0,,,FSB,2008
All-In-Wonder HD 3650,0,TeraScale,55.0,,0.5,PCIe 2.0 x16,2008
FireMV 2260,0,TeraScale,15.0,,0.25,PCIe 2.0 x16,2008
FireMV 2260 PCIe x1,0,TeraScale,15.0,,0.25,PCIe 2.0 x1,2008
FireMV 2400 PCI,0,R300,20.0,,0.128,PCI,2008
FireMV 2400 PCIe x1,0,R300,20.0,,0.064,PCIe 2.0 x1,2008
FirePro 2260 PCI,0,TeraScale,15.0,,0.25,PCI,2008
FirePro V3700,0,TeraScale,32.0,,0.25,PCIe 2.0 x16,2008
FirePro V3750,0,TeraScale,48.0,,0.25,PCIe 2.0 x16,2008
FirePro V5700,0,TeraScale,56.0,,0.5,PCIe 2.0 x16,2008
FirePro V8700,0,TeraScale,151.0,2x 6-pin,1.0,PCIe 2.0 x16,2008
FirePro V8750,0,TeraScale,151.0,2x 6-pin,2.0,PCIe 2.0 x16,2008
Mobility FireGL V5700,0,TeraScale,,,0.5,PCIe 2.0 x16,2008
Mobility Radeon HD 3410,0,TeraScale,7.0,,0.25,MXM-II,2008
Mobility Radeon HD 3430,0,TeraScale,12.0,,0.25,MXM-II,2008
Mobility Radeon HD 3450,0,TeraScale,,,0.25,MXM-II,2008
Mobility Radeon HD 3470,0,TeraScale,,,0.25,MXM-II,2008
Mobility Radeon HD 3650,0,TeraScale,,,0.5,MXM-II,2008
Mobility Radeon HD 3670,0,TeraScale,30.0,,0.25,MXM-II,2008
Mobility Radeon HD 3850,0,TeraScale,35.0,,0.5,PCIe 2.0 x16,2008
Mobility Radeon HD 3850 X2,0,TeraScale,70.0,,0.5,PCIe 2.0 x16,2008
Mobility Radeon HD 3870,0,TeraScale,55.0,,0.5,PCIe 2.0 x16,2008
Mobility Radeon HD 3870 X2,0,TeraScale,110.0,,0.5,PCIe 2.0 x16,2008
Radeon 2100 IGP,0,R400,,,,PCIe 1.0 x16,2008
Radeon 3100 IGP,0,TeraScale,,,,PCIe 1.0 x16,2008
Radeon 3100 Mobile IGP,0,TeraScale,,,,PCIe 1.0 x16,2008
Radeon HD 2400,0,TeraScale,20.0,,0.25,PCIe 1.0 x16,2008
Radeon HD 2600 XT Mac Edition,0,TeraScale,45.0,,0.25,PCIe 1.0 x16,2008
Radeon HD 3200 IGP,0,TeraScale,,,,PCIe 1.0 x16,2008
Radeon HD 3300 IGP,0,TeraScale,,,,PCIe 1.0 x16,2008
Radeon HD 3450 AGP,0,TeraScale,25.0,1x Molex,0.5,AGP 8x,2008
Radeon HD 3450 PCI,0,TeraScale,25.0,,0.5,PCI,2008
Radeon HD 3470,0,TeraScale,30.0,,0.25,PCIe 2.0 x16,2008
Radeon HD 3550,0,TeraScale,30.0,,0.5,PCIe 2.0 x16,2008
Radeon HD 3650,0,TeraScale,65.0,,0.25,PCIe 2.0 x16,2008
Radeon HD 3650 AGP,0,TeraScale,65.0,Floppy,0.5,AGP 8x,2008
Radeon HD 3690,0,TeraScale,75.0,1x 6-pin,0.25,PCIe 2.0 x16,2008
Radeon HD 3730,0,TeraScale,65.0,,0.5,PCIe 2.0 x16,2008
Radeon HD 3750,0,TeraScale,65.0,,0.5,PCIe 2.0 x16,2008
Radeon HD 3830,0,TeraScale,75.0,1x 6-pin,0.25,PCIe 2.0 x16,2008
Radeon HD 3850 AGP,0,TeraScale,75.0,1x 8-pin,0.5,AGP 8x,2008
Radeon HD 3850 X2,0,TeraScale,140.0,,0.5,PCIe 2.0 x16,2008
Radeon HD 3870 Mac Edition,0,TeraScale,106.0,1x 6-pin,0.5,PCIe 2.0 x16,2008
Radeon HD 3870 X2,0,TeraScale,165.0,1x 6-pin + 1x 8-pin,0.5,PCIe 2.0 x16,2008
Radeon HD 4350,0,TeraScale,20.0,,0.5,PCIe 2.0 x16,2008
Radeon HD 4350 AGP,0,TeraScale,20.0,,0.5,AGP 8x,2008
Radeon HD 4350 PCI,0,TeraScale,20.0,,0.5,PCI,2008
Radeon HD 4350 PCIe x1,0,TeraScale,20.0,,0.5,PCIe 2.0 x1,2008
Radeon HD 4550,0,TeraScale,25.0,,0.25,PCIe 2.0 x16,2008
Radeon HD 4570,0,TeraScale,25.0,,1.0,PCIe 2.0 x16,2008
Radeon HD 4650,0,TeraScale,48.0,,0.25,PCIe 2.0 x16,2008
Radeon HD 4650 AGP,0,TeraScale,48.0,,0.5,AGP 8x,2008
Radeon HD 4670,0,TeraScale,59.0,,0.5,PCIe 2.0 x16,2008
Radeon HD 4670 X2,0,TeraScale,118.0,1x 6-pin,0.5,PCIe 2.0 x16,2008
Radeon HD 4710,0,TeraScale,59.0,,1.0,PCIe 2.0 x16,2008
Radeon HD 4730 OEM,0,TeraScale,110.0,,1.0,PCIe 2.0 x16,2008
Radeon HD 4830,0,TeraScale,95.0,1x 6-pin,0.5,PCIe 2.0 x16,2008
Radeon HD 4850,0,TeraScale,110.0,1x 6-pin,0.5,PCIe 2.0 x16,2008
Radeon HD 4850 X2,0,TeraScale,250.0,1x 6-pin + 1x 8-pin,0.5,PCIe 2.0 x16,2008
Radeon HD 4870,0,TeraScale,150.0,2x 6-pin,0.5,PCIe 2.0 x16,2008
Radeon HD 4870 X2,0,TeraScale,286.0,1x 6-pin + 1x 8-pin,1.0,PCIe 2.0 x16,2008
Radeon Xpress 2100 IGP,0,TeraScale,,,,PCIe 1.0 x16,2008
Xbox 360 GPU 65nm,0,TeraScale,150.0,,0.5,,2008
GeForce 205 OEM,4,Tesla 2.0,31.0,,0.5,PCIe 2.0 x16,2009
GeForce 210,4,Tesla 2.0,31.0,,0.5,PCIe 2.0 x16,2009
GeForce 210 OEM,4,Tesla 2.0,31.0,,1.0,PCIe 2.0 x16,2009
GeForce 210 PCI,4,Tesla 2.0,31.0,,0.5,PCI,2009
GeForce 210 Rev. 2,4,Tesla 2.0,31.0,,1.0,PCIe 2.0 x16,2009
GeForce 310 OEM,4,Tesla 2.0,31.0,,0.5,PCIe 2.0 x16,2009
GeForce 9600 GTX,4,Tesla,140.0,1x 6-pin,0.5,PCIe 2.0 x16,2009
GeForce G100 OEM,4,Tesla,35.0,,0.25,PCIe 2.0 x16,2009
GeForce G102M,4,Tesla,14.0,,,PCIe 1.0 x16,2009
GeForce G103M,4,Tesla,14.0,,0.5,PCIe 1.0 x16,2009
GeForce G105M,4,Tesla,14.0,,0.5,PCIe 2.0 x16,2009
GeForce G110M,4,Tesla,14.0,,1.0,PCIe 2.0 x16,2009
GeForce G205M,4,Tesla,14.0,,,PCIe 1.0 x16,2009
GeForce G210 OEM,4,Tesla,31.0,,0.5,PCIe 1.0 x16,2009
GeForce G210 OEM Rev. 2,4,Tesla 2.0,31.0,,0.128,PCIe 2.0 x16,2009
GeForce G210M,4,Tesla 2.0,14.0,,0.5,MXM,2009
GeForce GT 120 Mac Edition,4,Tesla,50.0,,0.5,PCIe 2.0 x16,2009
GeForce GT 120 OEM,4,Tesla,50.0,,0.5,PCIe 2.0 x16,2009
GeForce GT 120M,4,Tesla,14.0,,1.0,PCIe 2.0 x16,2009
GeForce GT 130 OEM,4,Tesla,75.0,1x 6-pin,0.5,PCIe 2.0 x16,2009
GeForce GT 130M,4,Tesla,23.0,,1.0,PCIe 2.0 x16,2009
GeForce GT 140 OEM,4,Tesla,105.0,1x 6-pin,1.0,PCIe 2.0 x16,2009
GeForce GT 220,4,Tesla,58.0,,1.0,PCIe 2.0 x16,2010
GeForce GT 220 OEM,4,Tesla 2.0,58.0,,0.5,PCIe 2.0 x16,2009
GeForce GT 220M,4,Tesla,14.0,,1.0,MXM-II,2009
GeForce GT 230,4,Tesla,75.0,,0.5,PCIe 2.0 x16,2009
GeForce GT 230 OEM,4,Tesla,75.0,,1.5,PCIe 2.0 x16,2009
GeForce GT 230M,4,Tesla 2.0,23.0,,1.0,PCIe 2.0 x16,2009
GeForce GT 240,4,Tesla 2.0,69.0,,1.0,PCIe 2.0 x16,2009
GeForce GT 240M,4,Tesla 2.0,23.0,,1.0,PCIe 2.0 x16,2009
GeForce GT 320M,4,Tesla 2.0,23.0,,1.0,PCIe 2.0 x16,2010
GeForce GTS 150 OEM,4,Tesla,141.0,2x 6-pin,1.0,PCIe 2.0 x16,2009
GeForce GTS 150M,4,Tesla,45.0,,1.0,PCIe 2.0 x16,2009
GeForce GTS 160M,4,Tesla,60.0,,1.0,PCIe 2.0 x16,2009
GeForce GTS 240 OEM,4,Tesla,120.0,1x 6-pin,1.0,PCIe 2.0 x16,2009
GeForce GTS 250,4,Tesla,150.0,1x 6-pin,1.0,PCIe 2.0 x16,2009
GeForce GTS 250M,4,Tesla 2.0,28.0,,1.0,PCIe 2.0 x16,2009
GeForce GTS 260M,4,Tesla 2.0,38.0,,0.5,PCIe 2.0 x16,2009
GeForce GTX 260 OEM,4,Tesla 2.0,150.0,2x 6-pin,1.75,PCIe 2.0 x16,2009
GeForce GTX 260M,4,Tesla,65.0,,1.0,PCIe 2.0 x16,2009
GeForce GTX 275,4,Tesla 2.0,219.0,2x 6-pin,0.896,PCIe 2.0 x16,2009
GeForce GTX 280M,4,Tesla,75.0,,1.0,MXM-HE,2009
GeForce GTX 285 Mac Edition,4,Tesla 2.0,204.0,2x 6-pin,1.0,PCIe 2.0 x16,2009
GeForce GTX 285 X2,4,Tesla 2.0,315.0,2x 8-pin,2.0,PCIe 2.0 x16,2009
GeForce GTX 295,4,Tesla 2.0,289.0,1x 6-pin + 1x 8-pin,0.896,PCIe 2.0 x16,2009
GeForce GTX 295 Single PCB,4,Tesla 2.0,289.0,1x 6-pin + 1x 8-pin,0.896,PCIe 2.0 x16,2009
Quadro FX 1800,4,Tesla,59.0,,0.75,PCIe 2.0 x16,2009
Quadro FX 1800M,4,Tesla 2.0,45.0,,1.0,MXM-A (3.0),2009
Quadro FX 2800M,4,Tesla,75.0,,1.0,MXM-B (3.0),2009
Quadro FX 380,4,Tesla,34.0,,0.25,PCIe 2.0 x16,2009
Quadro FX 380 LP,4,Tesla 2.0,28.0,,0.5,PCIe 2.0 x16,2009
Quadro FX 3800,4,Tesla 2.0,108.0,1x 6-pin,1.0,PCIe 2.0 x16,2009
Quadro FX 580,4,Tesla,40.0,,0.5,PCIe 2.0 x16,2009
Quadro NVS 295,4,Tesla,23.0,,0.25,PCIe 1.0 x16,2009
Quadro NVS 420,4,Tesla,40.0,,0.25,PCIe 2.0 x16,2009
Tesla C1060,4,Tesla 2.0,188.0,1x 6-pin + 1x 8-pin,1.0,PCIe 2.0 x16,2009
Tesla C1080,4,Tesla 2.0,188.0,1x 6-pin + 1x 8-pin,4.0,PCIe 2.0 x16,2009
Radeon HD 6570M Mac Edition,0,TeraScale 2,30.0,,1.0,MXM-II,2009
FirePro 2450 Multi-View,0,TeraScale,32.0,,0.25,PCIe 2.0 x16,2009
FirePro 2450 Multi-View PCIe x1,0,TeraScale,32.0,,0.25,PCIe 2.0 x1,2009
FirePro M5725,0,TeraScale,35.0,,0.5,PCIe 2.0 x16,2009
FirePro M7740,0,TeraScale,60.0,,1.0,PCIe 2.0 x16,2009
FirePro V7750,0,TeraScale,76.0,1x 6-pin,1.0,PCIe 2.0 x16,2009
Mobility FireGL V5725,0,TeraScale,,,0.25,PCIe 2.0 x16,2009
Mobility Radeon HD 4100 IGP,0,TeraScale,,,,PCIe 1.0 x16,2009
Mobility Radeon HD 4200 IGP,0,TeraScale,,,,PCIe 1.0 x16,2009
Mobility Radeon HD 4330,0,TeraScale,,,0.5,PCIe 2.0 x16,2009
Mobility Radeon HD 4350,0,TeraScale,,,0.5,PCIe 2.0 x16,2009
Mobility Radeon HD 4530,0,TeraScale,,,0.5,MXM-II,2009
Mobility Radeon HD 4570,0,TeraScale,,,0.5,MXM-II,2009
Mobility Radeon HD 4650,0,TeraScale,35.0,,1.0,PCIe 2.0 x16,2009
Mobility Radeon HD 4670,0,TeraScale,35.0,,0.5,MXM-A (3.0),2009
Mobility Radeon HD 4670 Mac Edition,0,TeraScale,35.0,,0.25,MXM-A (3.0),2009
Mobility Radeon HD 4830,0,TeraScale,,,1.0,PCIe 2.0 x16,2009
Mobility Radeon HD 4850,0,TeraScale,,,1.0,PCIe 2.0 x16,2009
Mobility Radeon HD 4850 Mac Edition,0,TeraScale,,,0.5,MXM-B (3.0),2009
Mobility Radeon HD 4850 X2,0,TeraScale,,,1.0,PCIe 2.0 x16,2009
Mobility Radeon HD 4860,0,TeraScale,,,1.0,PCIe 2.0 x16,2009
Mobility Radeon HD 4870,0,TeraScale,,,0.5,PCIe 2.0 x16,2009
Mobility Radeon HD 4870 X2,0,TeraScale,,,1.0,PCIe 2.0 x16,2009
Radeon 3000 IGP,0,TeraScale,,,,PCIe 1.0 x16,2009
Radeon E4690 MXM,0,TeraScale,30.0,,0.5,MXM-A (3.0),2009
Radeon E4690 PCIe,0,TeraScale,30.0,,0.5,PCIe 2.0 x16,2009
Radeon HD 3200 Mobile IGP,0,TeraScale,,,,PCIe 1.0 x16,2009
Radeon HD 3410,0,TeraScale,20.0,,0.25,PCIe 1.0 x16,2009
Radeon HD 3610,0,TeraScale,35.0,,0.5,PCIe 1.0 x16,2009
Radeon HD 4200 IGP,0,TeraScale,,,,PCIe 1.0 x16,2009
Radeon HD 4250,0,TeraScale,25.0,,0.5,PCIe 2.0 x16,2009
Radeon HD 4520,0,TeraScale,25.0,,0.5,PCIe 2.0 x16,2009
Radeon HD 4570 Rebrand,0,TeraScale,65.0,,1.0,PCIe 2.0 x16,2009
Radeon HD 4670 AGP,0,TeraScale,59.0,,1.0,AGP 8x,2009
